restaurantid,restaurantname,cuisinetype,segment,subregion,scale_score,cost_discipline_score,aggregator_dependence,expansion_headroom,revenue_quality_score,total_revenue,total_net_profit,delivery_revenue_mix,instore_reliance,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,kmeans_cluster,hierarchical_cluster,dbscan_cluster,selected_method,selected_cluster,cluster_label_name,cluster_description,gpi_scale_norm,gpi_cost_discipline_norm,gpi_aggregator_penalty_norm,gpi_expansion_headroom_norm,gpi_revenue_quality_norm,gpi_delivery_revenue_mix_norm,gpi_instore_reliance_norm,gpi_score,gpi_band,gpi_rank,strategy_recommendation,recommendation_reason
25120,Urban Burgers Eatery,Burgers,Cafe,West Auckland,1275.04,0.406880587511696,0.7,0.0081566068515497,1.4472257872428236,52043.7,12353.419999999998,0.7814029363784665,0.28,1.652307938389535,1.3884881548136996,1.680163909597468,-0.4966311060633963,1.609696188583382,-0.0072210682999541,-0.8909501544393593,-0.0765159446732636,0.1101202504917964,0.784388667064292,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.5100393467166945,0.8575742703009881,0.5000000000000004,0.8293612952384485,0.9262215084224268,0.3608623936962434,0.5641025641025642,68.85,Moderate Potential,196,Optimize,Moderate Potential (GPI 68.8) is best improved through operational and commercial optimization.
25381,King Burgers Diner,Burgers,Cafe,CBD,1316.7,0.31820619371254,0.7,0.0045112781954887,0.5124304599067518,52588.2,7687.540000000001,0.7466165413533835,0.34,1.7856596648808494,-0.3102856268406524,0.996200650798431,-1.7255787393433415,-0.0626193171808428,-1.591102624444467,0.3992604613697179,-1.3179396662576912,-0.4145172608200884,0.2875829276827136,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.540465039848821,0.615072739815002,0.5000000000000004,0.5373192323799747,0.63882581427529,0.2236745826115529,0.717948717948718,56.17,Moderate Potential,497,Optimize,Moderate Potential (GPI 56.2) is best improved through operational and commercial optimization.
26440,Urban Burgers Eatery,Burgers,Cafe,North Shore,1247.33,0.410755573464557,0.7,0.0123864574731626,1.62712571928696,55124.72,12452.23,0.7299752270850536,0.37,2.2359806182490445,0.7834351544590887,1.92387013350058,0.8644492607080361,2.354532243045309,-0.5702489930471704,1.3993970797445467,-1.1518827333701036,-0.1614361823619851,0.9630099736026548,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.4898018057495503,0.868171354576623,0.5000000000000004,0.831768216619108,0.9815303705176048,0.1580458942580041,0.7948717948717948,69.82,Moderate Potential,177,Optimize,Moderate Potential (GPI 69.8) is best improved through operational and commercial optimization.
25148,Lucky Burgers Cafe,Burgers,QSR,West Auckland,1328.0800000000002,0.375888853119686,0.7,0.0062646828504306,1.5428639367829284,59546.509999999995,11729.69,0.8198903680501175,0.22,2.0039569939612196,1.806660536926964,1.100956496798229,-1.1673636432660754,1.2838713512752398,0.973010404124686,-0.3572169076813188,-0.8047016278391507,-0.1136746336494577,0.1808292735023428,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.5487762349482833,0.7728198930734426,0.5000000000000004,0.6777915905042495,0.9556247281115476,0.512646058013808,0.4102564102564102,67.18,Moderate Potential,225,Optimize,Moderate Potential (GPI 67.2) is best improved through operational and commercial optimization.
26158,Top Burgers Tavern,Burgers,Full-service,North Shore,1140.21,0.175215075246524,0.7,0.013550135501355,-0.7569864780103706,42464.52,120.42999999999984,0.7046070460704609,0.42,0.8981031277560199,-3.0741571372577305,0.9209376725658002,1.347192279993888,0.4444502487113598,0.0531744948913653,-0.1161071987499382,-0.1526694607604176,0.3169656479944946,0.4866240165486361,0,1,0,kmeans,0,High-Growth / High-Risk,"Strong top-line momentum, but cost and profit pressure suggest execution risk unless margin discipline improves.",0.4115684824583025,0.2240290169512108,0.5000000000000004,0.73854125029569,0.2485532579559483,0.0580008846477024,0.923076923076923,39.53,Caution Zone,1013,Stabilize Operations,Caution Zone (GPI 39.5) with weak economic quality indicates stabilization should precede growth actions.
26612,Classic Burgers House,Burgers,Full-service,West Auckland,723.84,0.1039348640479149,0.7,0.007183908045977,-0.8564115500236522,22056.24,-594.0699999999999,0.6451149425287357,0.55,-2.076788881349374,-4.494964057650908,1.5332399213302392,-2.122422697329436,0.3157356869342713,-0.5373694855446646,-1.8191864153695632,1.452338502633884,0.5410277420744682,0.8552783807132319,2,1,0,kmeans,2,Aggregator-Dependent Low Margin,Heavy channel dependence on aggregators is translating into weaker unit economics and constrained margin resilience.,0.1074795278393997,0.0290960766913862,0.5000000000000004,0.7514344489862976,0.2179857778335179,0.0,1.0,27.64,Caution Zone,1330,Stabilize Operations,Caution Zone (GPI 27.6) with weak economic quality indicates stabilization should precede growth actions.
25430,Lucky Burgers Kitchen,Burgers,Full-service,CBD,1909.71,0.126198958128225,0.7,0.0046656298600311,-1.0877880653823977,73919.28,-1915.1300000000003,0.7247278382581649,0.38,4.144495441165769,-2.5432473644704223,-1.4524629050180926,-0.3222786821983965,-1.086707475851394,-0.5272595622251527,-2.0414345402838374,-1.0620951026630925,-0.157568658308647,-0.3214387557360316,0,1,0,kmeans,0,High-Growth / High-Risk,"Strong top-line momentum, but cost and profit pressure suggest execution risk unless margin discipline improves.",0.9735601018815216,0.0899826151614194,0.5000000000000004,0.5496849702246689,0.1468508327858456,0.1373516605913063,0.8205128205128205,46.86,Moderate Potential,791,Optimize,Moderate Potential (GPI 46.9) with margin-quality pressure points to optimization before expansion.
26197,Urban Burgers Corner,Burgers,Ghost Kitchen,North Shore,850.78,0.4467598328366879,0.7,0.0205811138014527,0.1964775973411865,30504.18,6213.360000000001,0.9176755447941888,0.09,-1.6832569560107895,1.3127926975257307,2.307267134896585,2.425994246833603,-0.985651870758109,0.528655784095569,0.9962211642111116,-0.0315757730877379,0.748281540292125,-0.0158091442204751,2,0,0,kmeans,2,Aggregator-Dependent Low Margin,Heavy channel dependence on aggregators is translating into weaker unit economics and constrained margin resilience.,0.2001880608732962,0.9666336910830526,0.5000000000000004,0.1752610634023473,0.5416885163027247,0.8982834413751994,0.0769230769230769,49.3,Moderate Potential,717,Rebalance Channels,Moderate Potential (GPI 49.3) and elevated aggregator dependence indicate channel rebalancing is the highest-leverage action.
25559,Top Burgers Eatery,Burgers,Cafe,West Auckland,2060.24,0.340872763823718,0.7,0.0075719333669863,0.4605658593481438,62520.36,9243.82,0.7874810701665825,0.27,4.088595872458795,1.1221465102416155,0.0177221259161633,1.638082536260643,-0.1407704630342408,-1.25449474411941,-0.5891724325449923,1.7363296261985983,-0.5493185822705523,0.3220221780682838,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,1.0,0.6770599461248453,0.5000000000000004,0.7825207311519574,0.622880438380352,0.3848328531034424,0.5384615384615385,70.94,High Potential,163,Scale Aggressively,High Potential (GPI 70.9) with no major risk flags supports growth acceleration.
25742,Lucky Burgers Eatery,Burgers,QSR,North Shore,1563.54,0.30269141134806,0.7,0.0085638998682476,-0.1991531619390062,47240.16,4375.46,0.8267457180500658,0.21,1.8784335711293,-0.0099935199179692,0.4770301678267364,1.188166400598457,-1.2150969539088892,-0.8911843584101765,0.3678793027901299,1.182112332325438,-0.7864387341522928,-0.5343632728900458,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.7207405581573685,0.5726438231080553,0.5000000000000004,0.8619911906489859,0.4200548566509236,0.5396816407476386,0.3846153846153846,58.61,Moderate Potential,423,Optimize,Moderate Potential (GPI 58.6) with margin-quality pressure points to optimization before expansion.
25763,King Burgers Bistro,Burgers,Cafe,CBD,529.65,0.397179172826,0.7,0.0261682242990654,0.0939143108689103,22785.65,4819.76,0.7757009345794391,0.29,-2.562768116624184,-0.9097011223052344,2.781012724944536,0.8512422056607776,0.7647166839666518,-0.7940520208261571,-0.020091357436843,-1.9184000009491715,0.270595763499179,0.3416355564545424,2,0,0,kmeans,2,Aggregator-Dependent Low Margin,Heavy channel dependence on aggregators is translating into weaker unit economics and constrained margin resilience.,0.0,0.8310434105074714,0.5000000000000004,0.0,0.5101562160785557,0.3383752936375714,0.5897435897435896,38.96,Caution Zone,1031,Optimize,Caution Zone (GPI 39.0) with mixed signals suggests targeted optimization as the immediate priority.
25998,Lucky Burgers House,Burgers,Cafe,West Auckland,698.88,0.33368551417254,0.7,0.0074404761904761,-0.1991405634230528,22424.64,4080.53,0.724702380952381,0.38,-2.301822838026663,-1.7220970618619582,2.2989583340949333,-2.111786414563351,0.6654324982131632,-0.8880866564761971,-0.9825439420991868,1.3138035835414064,-0.1552769099443622,0.5697038339474662,2,0,0,kmeans,2,Aggregator-Dependent Low Margin,Heavy channel dependence on aggregators is translating into weaker unit economics and constrained margin resilience.,0.0892504039657108,0.6574046773857866,0.5000000000000004,0.7719891635958311,0.4200587299685706,0.1372512640985372,0.8205128205128205,43.79,Caution Zone,882,Optimize,Caution Zone (GPI 43.8) with mixed signals suggests targeted optimization as the immediate priority.
26533,Top Burgers Diner,Burgers,Ghost Kitchen,West Auckland,1192.88,0.517610540881287,0.7,0.012205754141238,1.260919420994896,43517.18,12663.919999999998,0.961639058413252,0.04,-0.5800044671195876,4.163752230028731,1.9828634389099145,1.639786847556849,-1.3826119678251991,1.3726462553985357,-0.7474149022007508,0.3959484994685571,1.568146961356976,0.177503574058946,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.4500351472991355,1.0,0.5000000000000004,0.8462450934112501,0.8689430369901407,1.0,0.0,69.59,Moderate Potential,179,Optimize,Moderate Potential (GPI 69.6) is best improved through operational and commercial optimization.
25914,Urban Burgers Diner,Burgers,Cafe,North Shore,1413.16,0.335423226631247,0.7,0.0072886297376093,0.2046188203485366,43437.52,7308.25,0.7463556851311953,0.34,1.4520946766977554,-0.3581282042605694,1.3015500779303333,-0.123600371559338,0.1201445070809097,-1.572054808524899,-1.1612289676889231,1.2582105359691442,-0.2602780564724826,0.3617412905791755,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.6109130081523476,0.6621568714829401,0.5000000000000004,0.7598241284187615,0.5441914732270728,0.2226458386412733,0.717948717948718,59.2,Moderate Potential,410,Optimize,Moderate Potential (GPI 59.2) is best improved through operational and commercial optimization.
25957,Classic Burgers Cafe,Burgers,Full-service,CBD,1533.51,0.150101729272865,0.7,0.0071013557133634,-0.9983722575235084,49382.119999999995,-1640.6,0.7198192382182053,0.39,2.1532257285851086,-3.1603489495194412,-0.1603271837305286,0.510760445884969,-2.0322736214649,-1.3789832948041283,0.5563749264352399,-0.3417699085064891,0.6994654654895102,0.4977964462763452,0,1,0,kmeans,0,High-Growth / High-Risk,"Strong top-line momentum, but cost and profit pressure suggest execution risk unless margin discipline improves.",0.6988086434968367,0.1553505115415201,0.5000000000000004,0.744820846816252,0.1743410409799371,0.1179935151299348,0.8461538461538461,43.83,Caution Zone,880,Stabilize Operations,Caution Zone (GPI 43.8) with weak economic quality indicates stabilization should precede growth actions.
26169,Classic Burgers House,Burgers,QSR,South Auckland,1353.45,0.376903065894731,0.7,0.0038789759503491,1.0340227676899716,53789.97,10231.58,0.8200155159038014,0.22,1.5336075702795746,1.3944747766933718,1.0339697364554552,-2.1191267761328274,0.4911441032457069,0.6871609360296191,0.7495752025752739,0.3418919373430943,-0.1715673953288082,-0.0078211515840997,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.5673047955522691,0.7755935026765024,0.5000000000000004,0.4866629351175631,0.799185391365124,0.513139606140783,0.4102564102564102,62.66,Moderate Potential,332,Optimize,Moderate Potential (GPI 62.7) is best improved through operational and commercial optimization.
25432,King Burgers Eatery,Burgers,Cafe,North Shore,902.28,0.348895151359029,0.7,0.0205479452054794,0.2030503901371387,35705.76,5667.549999999999,0.7636986301369864,0.31,-0.1749663628201194,-0.7454557278090287,2.1531250659377057,2.1338369809873243,1.382612567847493,-0.2210457520383758,0.1378849989224823,-0.4473251861993144,-0.2403823161602723,0.3008655879228137,2,0,0,kmeans,2,Aggregator-Dependent Low Margin,Heavy channel dependence on aggregators is translating into weaker unit economics and constrained margin resilience.,0.23780023553255,0.6989991009599036,0.5000000000000004,0.1779183341463875,0.5437092713202548,0.2910415623542671,0.641025641025641,44.74,Caution Zone,852,Optimize,Caution Zone (GPI 44.7) with mixed signals suggests targeted optimization as the immediate priority.
26165,Classic Burgers Corner,Burgers,QSR,South Auckland,1656.9,0.3221374184638259,0.7,0.0044359949302915,0.4997265102049525,61747.14,7691.530000000001,0.8003802281368821,0.25,2.9101505655064717,0.7016252334865024,0.206608684456752,-1.2730171639410457,-0.0788973533592485,0.3947946234676341,1.8089613966869849,0.6726769117445658,-0.5019583524640776,-0.1016711121891645,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.7889244926464547,0.6258236226575785,0.5000000000000004,0.5312879846815384,0.6349200818264944,0.4357035238212634,0.4871794871794871,62.37,Moderate Potential,345,Optimize,Moderate Potential (GPI 62.4) is best improved through operational and commercial optimization.
26406,Top Burgers Grill,Burgers,Full-service,West Auckland,1792.96,0.0929454640834589,0.7,0.004060324825986,-1.6034346997121087,65322.36,-5146.0599999999995,0.7146171693735498,0.4,3.2538687924557923,-3.6220511605624943,-1.3114858052175054,-1.0314303815010404,-1.1513862181216434,0.9717468303695044,0.9318839091342006,0.3251541702701404,0.2189089865135365,0.2631560613453155,0,1,0,kmeans,0,High-Growth / High-Risk,"Strong top-line momentum, but cost and profit pressure suggest execution risk unless margin discipline improves.",0.8882936670957375,0.0,0.5000000000000004,0.5011915290346046,0.0,0.0974780107956812,0.8717948717948718,39.57,Caution Zone,1012,Stabilize Operations,Caution Zone (GPI 39.6) with weak economic quality indicates stabilization should precede growth actions.
26696,Top Burgers House,Burgers,Full-service,West Auckland,1027.52,0.138036187528633,0.7,0.0050607287449392,-0.8858675418628768,39826.28,-639.3499999999999,0.7196356275303645,0.39,-0.0253103597950312,-3.24541847288517,0.6650381900949556,-2.0721684921264494,0.2650199016300341,0.8543704965827966,-0.6187174744100739,0.0616720638324532,0.1989641391297686,0.4214701651812442,0,1,0,kmeans,0,High-Growth / High-Risk,"Strong top-line momentum, but cost and profit pressure suggest execution risk unless margin discipline improves.",0.3292672016359469,0.1223543757489722,0.5000000000000004,0.5813379442822467,0.2089297577894823,0.1172694059390149,0.8461538461538461,32.99,Caution Zone,1220,Stabilize Operations,Caution Zone (GPI 33.0) with weak economic quality indicates stabilization should precede growth actions.
26640,Urban Burgers Cafe,Burgers,Full-service,North Shore,1541.91,0.129543115606066,0.7,0.0053440213760855,-1.1262609595681845,51571.65,-2393.62,0.7194388777555111,0.39,2.0974433353410893,-3.28050261392882,-0.3257768248782292,-0.6680520015157589,-1.1647147416377313,-0.150492242643745,0.8274733571846531,0.4855071774166895,-0.0066604141303128,0.1311593682103709,0,1,0,kmeans,0,High-Growth / High-Risk,"Strong top-line momentum, but cost and profit pressure suggest execution risk unless margin discipline improves.",0.704943444800482,0.0991280208621835,0.5000000000000004,0.6040336659025762,0.1350226348830137,0.1164934798643504,0.8461538461538461,40.66,Caution Zone,978,Stabilize Operations,Caution Zone (GPI 40.7) with weak economic quality indicates stabilization should precede growth actions.
25600,Classic Burgers Tavern,Burgers,QSR,West Auckland,1232.4,0.399531986452639,0.7,0.0143459915611814,1.3484196285104484,52851.0,11235.49,0.8135021097046414,0.23,1.6355961188164216,1.580746310393625,1.6901679091242054,1.770082046466709,1.933851506317578,0.4885515702888139,-0.8365190565261682,-0.4693576347618031,-0.5952480886969259,0.0485146321313863,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.4788979267658095,0.8374777471966011,0.5000000000000004,0.6747819936197044,0.8958443084680521,0.4874525541043791,0.4358974358974359,65.5,Moderate Potential,264,Expand Carefully,"Moderate Potential (GPI 65.5) with meaningful headroom suggests cautious, milestone-based expansion."
25840,Top Burgers Diner,Burgers,QSR,West Auckland,639.6,0.3874037478072569,0.7,0.0048780487804878,0.1851574713626993,24870.6,5608.0599999999995,0.8,0.25,-2.699843922519903,-0.3790533006185465,2.3362305263599037,-3.0225802583136927,1.0298425533889584,0.1367199166976979,-0.8545461969248191,0.28393229717576,-0.7854811507545002,-0.209869912211488,2,0,0,kmeans,2,Aggregator-Dependent Low Margin,Heavy channel dependence on aggregators is translating into weaker unit economics and constrained margin resilience.,0.0459562347656999,0.8043101515966136,0.5000000000000004,0.566702711441829,0.5382082299038918,0.4342040104116659,0.4871794871794871,45.77,Moderate Potential,822,Rebalance Channels,Moderate Potential (GPI 45.8) and elevated aggregator dependence indicate channel rebalancing is the highest-leverage action.
26449,Lucky Burgers Tavern,Burgers,Cafe,West Auckland,1124.24,0.426511035300791,0.7,0.0148011100832562,0.3320943649418757,34256.89,8249.91,0.7095282146160962,0.41,0.4266983946112092,-0.4787283806421979,2.411722535711597,1.610890364499462,1.0536996071415838,-1.7622751931917229,0.7355044953864814,1.4691849078679649,0.0207068812391015,1.23499671855737,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.3999050566464912,0.9112584673845672,0.5000000000000004,0.6383206030093319,0.5833828572165393,0.0774085967796359,0.8974358974358974,58.65,Moderate Potential,421,Expand Carefully,"Moderate Potential (GPI 58.6) with meaningful headroom suggests cautious, milestone-based expansion."
25321,Urban Burgers Diner,Burgers,Full-service,CBD,1137.51,0.069350327271968,0.7,0.0095735422106179,-1.511867489901178,50084.91,-3977.78,0.7040905134899913,0.42,1.151943931478142,-4.073346823514047,0.0624227915357631,0.0967173057315709,-0.0542302350058251,0.3274035100465862,-1.9951006721684053,-2.0472427531413717,0.0415938053163103,-0.2135200811243695,0,1,0,kmeans,0,High-Growth / High-Risk,"Strong top-line momentum, but cost and profit pressure suggest execution risk unless margin discipline improves.",0.4095965820392737,0.0,0.5000000000000004,0.942877733464496,0.0164708479709705,0.055963824641414,0.923076923076923,32.39,Caution Zone,1233,Stabilize Operations,Caution Zone (GPI 32.4) with weak economic quality indicates stabilization should precede growth actions.
26442,Classic Chicken Dishes Diner,Chicken Dishes,Full-service,North Shore,1928.16,0.1727574041346089,0.85,0.0064102564102564,-1.0392962947846152,83584.8,-1387.520000000001,0.7094017094017094,0.41,3.5641591898640415,-1.9246488912372015,-4.013747171969051,0.1049440186810478,1.8738830074933777,-0.0983072798440875,0.3835719084864584,-0.9250639895954794,1.43429549499078,-0.7283502024743813,0,1,0,kmeans,0,High-Growth / High-Risk,"Strong top-line momentum, but cost and profit pressure suggest execution risk unless margin discipline improves.",0.9870347547448852,0.2173079221623308,3.3306690738754696e-16,0.68945407877907,0.1617592578323083,0.0769096956017473,0.8974358974358974,44.02,Caution Zone,873,Stabilize Operations,Caution Zone (GPI 44.0) with weak economic quality indicates stabilization should precede growth actions.
25027,Urban Chicken Dishes Cafe,Chicken Dishes,Cafe,North Shore,1418.31,0.315555862714536,0.85,0.0079883805374001,0.5136709275388578,54832.14000000001,7640.83,0.7044299201161945,0.42,0.8749344107446202,-0.391433973377182,-1.266489405590411,-0.3548412948310989,3.0722791898896635,-2.0322698364070506,-0.6495088117852295,0.1578991856707158,0.7712680311448966,-0.2690981861819856,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.6146742256182729,0.6078247700711532,3.3306690738754696e-16,0.8158840029428303,0.6392071865883203,0.0573023494320078,0.923076923076923,53.37,Moderate Potential,588,Optimize,Moderate Potential (GPI 53.4) with margin-quality pressure points to optimization before expansion.
26400,Urban Chicken Dishes Tavern,Chicken Dishes,QSR,South Auckland,1126.65,0.3528407764760779,0.85,0.0093196644920782,0.8069168303433968,49572.6,8082.45,0.79403541472507,0.26,-0.5512696430416788,0.7841336348877394,-0.9394307113275728,-0.6981434686472654,3.4764915099072815,0.0417402466334221,-1.0118328408613828,-0.0111217115730865,0.6553866359299283,-1.0128808685891968,2,0,0,kmeans,2,Aggregator-Dependent Low Margin,Heavy channel dependence on aggregators is translating into weaker unit economics and constrained margin resilience.,0.4016651603538466,0.7097893650780376,3.3306690738754696e-16,0.9225385597900286,0.7293634029576127,0.4106813545772338,0.5128205128205129,52.67,Moderate Potential,615,Rebalance Channels,Moderate Potential (GPI 52.7) and elevated aggregator dependence indicate channel rebalancing is the highest-leverage action.
26078,Urban Chicken Dishes Diner,Chicken Dishes,QSR,West Auckland,1607.84,0.3380394791439181,0.85,0.0103492884864165,0.3606867789548897,63818.880000000005,6496.66,0.7936610608020698,0.26,1.844828787103774,0.8468282124353762,-2.2058696583043425,1.4719932908259523,2.1822455325201324,-0.9737494496104524,2.155515054430867,0.0680676859703917,0.2078374322416331,-0.9280541517362751,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.753094331699212,0.6693116453841582,3.3306690738754696e-16,0.9949740862164752,0.5921733768440066,0.4092050074239764,0.5128205128205129,58.62,Moderate Potential,422,Optimize,Moderate Potential (GPI 58.6) is best improved through operational and commercial optimization.
25610,King Chicken Dishes Tavern,Chicken Dishes,Cafe,South Auckland,630.0,0.351500828731805,0.85,0.0133333333333333,-0.1025441989767344,25908.0,3681.01,0.725,0.38,-3.599338225122127,-1.5030352356240717,0.2469418506202101,-1.561432185095906,3.153064294740002,-0.6855453442149837,2.342617745188993,0.2007311578292959,0.4874425658779354,-0.3382066047242351,2,0,0,kmeans,2,Aggregator-Dependent Low Margin,Heavy channel dependence on aggregators is translating into weaker unit economics and constrained margin resilience.,0.0389450332758196,0.7061249545888787,3.3306690738754696e-16,0.7559101512522537,0.4497565455227543,0.1384249903685491,0.8205128205128205,36.45,Caution Zone,1112,Rebalance Channels,Caution Zone (GPI 36.5) and high aggregator dependence suggest urgent channel-risk rebalancing.
25524,Lucky Chicken Dishes Eatery,Chicken Dishes,QSR,South Auckland,1221.15,0.3632563119940459,0.85,0.0051590713671539,0.9588324827978906,53788.75,8848.28,0.7876182287188306,0.27,-0.161376187681486,1.0141993882364406,-1.2409461199940612,-2.119571895924756,3.279359219183249,-0.2157886829479189,0.0978462824682584,-0.0263993102542029,0.3972299731369237,-1.0144326971572284,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.4706816750198559,0.7382731606330338,3.3306690738754696e-16,0.5892165705923162,0.7760687117158347,0.3853737680657685,0.5384615384615385,52.57,Moderate Potential,617,Optimize,Moderate Potential (GPI 52.6) is best improved through operational and commercial optimization.
26183,Classic Chicken Dishes Kitchen,Chicken Dishes,Full-service,North Shore,1775.72,0.1191716090892439,0.85,0.0075406032482598,-1.3253227929271347,70046.12,-3184.8799999999997,0.675754060324826,0.48,2.3963860122921714,-3.1199528433326695,-3.3322797290495085,0.4788446154008833,1.9171262322274605,-0.5588108539902015,-1.36456228058011,-0.1426658652170208,1.1537242659235285,-0.8614617352816469,0,1,0,kmeans,0,High-Growth / High-Risk,"Strong top-line momentum, but cost and profit pressure suggest execution risk unless margin discipline improves.",0.8757027177534942,0.0707646332367619,3.3306690738754696e-16,0.780010748276401,0.0738225923673652,0.0,1.0,37.58,Caution Zone,1082,Stabilize Operations,Caution Zone (GPI 37.6) with weak economic quality indicates stabilization should precede growth actions.
26144,Top Chicken Dishes Eatery,Chicken Dishes,Ghost Kitchen,CBD,1060.29,0.4422841626568701,0.85,0.0130718954248366,0.1247370625220781,36788.85,6187.540000000001,0.9178338001867412,0.09,-2.171408618428342,1.7420138205276672,-0.7420306303063833,1.563047644444585,-1.0455515317848287,-1.756116868923605,1.4883710214158743,-0.6065335355041678,2.404147690980997,-0.6310208182119847,2,0,-1,kmeans,2,Aggregator-Dependent Low Margin,Heavy channel dependence on aggregators is translating into weaker unit economics and constrained margin resilience.,0.3532002300550488,0.954393890819917,3.3306690738754696e-16,0.7768550024057523,0.5196324360037567,0.8989075563742088,0.0769230769230769,50.96,Moderate Potential,662,Rebalance Channels,Moderate Potential (GPI 51.0) and elevated aggregator dependence indicate channel rebalancing is the highest-leverage action.
25269,Top Chicken Dishes Tavern,Chicken Dishes,QSR,South Auckland,1318.8,0.366719357431866,0.85,0.0039808917197452,0.7791440238135257,53907.52,8547.529999999999,0.8272292993630573,0.21,-0.135610550291331,1.4771889271386964,-1.605996044369952,-2.249475651048582,2.3188873342751215,-0.270028549256369,-0.0348917274221102,0.4906987471082918,0.5052460561612995,-1.2528167293140289,1,0,0,kmeans,1,Scalable Profit Leaders,High scale with healthy profitability and cost control indicates strong strategic capacity for expansion.,0.5419987401747323,0.7477436941527327,3.3306690738754696e-16,0.4948278207398123,0.7208248654000786,0.5415887501725426,0.3846153846153846,52.5,Moderate Potential,618,Optimize,Moderate Potential (GPI 52.5) is best improved through operational and commercial optimization.
25069,Urban Chicken Dishes Bistro,Chicken Dishes,Full-service,South Auckland,1111.95,0.084169964340981,0.85,0.0056657223796034,-1.7171561197331613,47157.27,-4980.94,0.7044381491973559,0.42,-0.7481741824209781,-3.998475376534785,-2.264686240071257,-2.043986942049945,1.8997438164640328,0.8785086772551793,0.987657136813008,-0.1446252192802012,0.9345089580513696,-0.8751252536119377,0,1,0,kmeans,0,High-Growth / High-Risk,"Strong top-line momentum, but cost and profit pressure suggest execution risk unless margin discipline improves.",0.3909292580724673,0.0,3.3306690738754696e-16,0.6298064380049763,0.0,0.0573348026261647,0.923076923076923,20.97,Caution Zone,1424,Stabilize Operations,Caution Zone (GPI 21.0) with weak economic quality indicates stabilization should precede growth actions.
25246,Lucky Chicken Dishes Diner,Chicken Dishes,Full-service,CBD,835.56,0.13569664353272,0.85,0.0118483412322274,-0.9884762536416402,31329.28,-1346.14,0.7144549763033176,0.4,-2.3621903602743393,-3.5697734126136096,-1.0069517812646973,-0.4479104536094822,0.992525405409841,-1.821826346984858,-1.1184321473841892,-0.9241128691416512,1.2808268299910253,-0.5876482010570341,2,1,0,kmeans,2,Aggregator-Dependent Low Margin,Heavy channel dependence on aggregators is translating into weaker unit economics and constrained margin resilience.,0.1890723851778818,0.1159563280675501,3.3306690738754696e-16,0.8748788910980935,0.177383491901271,0.0968383666974002,0.8717948717948718,24.19,Caution Zone,1390,Stabilize Operations,Caution Zone (GPI 24.2) with weak economic quality indicates stabilization should precede growth actions.
25026,Lucky Chicken Dishes Eatery,Chicken Dishes,Full-service,CBD,1939.41,0.1523073828313499,0.85,0.0056151097498723,-1.0621828871876322,71621.04,-1842.1700000000003,0.6850433894844309,0.46,2.971852919164122,-2.606862395903963,-3.669363857706991,0.0510587422382497,0.4399449248134325,-2.1717782445073133,-0.551221421610128,-0.6917630133436258,1.494384233145743,-0.6444667926425652,0,1,0,kmeans,0,High-Growth / High-Risk,"Strong top-line momentum, but cost and profit pressure suggest execution risk unless margin discipline improves.",0.9952510064908388,0.1613824035087313,3.3306690738754696e-16,0.6257516549694915,0.1547229495432288,0.0,1.0,42.46,Caution Zone,923,Stabilize Operations,Caution Zone (GPI 42.5) with weak economic quality indicates stabilization should precede growth actions.
