cuisinetype,restaurantid,restaurantname,segment,subregion,growthfactor,aov,monthlyorders,instoreorders,instorerevenue,ubereatsorders,doordashorders,selfdeliveryorders,ubereatsrevenue,doordashrevenue,selfdeliveryrevenue,cogsrate,opexrate,commissionrate,deliveryradiuskm,deliverycostperorder,sd_deliverytotalcost,instorenetprofit,ubereatsnetprofit,doordashnetprofit,selfdeliverynetprofit,instoreshare,ue_share,dd_share,sd_share,scale_score,cost_discipline_score,aggregator_dependence,expansion_headroom,revenue_quality_score,total_revenue,total_net_profit,delivery_revenue_mix,instore_reliance
Chicken Dishes,25610,King Chicken Dishes Tavern,Cafe,South Auckland,1.05,43.18,600,165,7124.7,261,109,65,11269.98,4706.62,2806.7,0.215217293072492,0.433281878195703,0.33,8,2.36,153.4,2504.34,242.31,101.2,833.16,0.38,0.6,0.25,0.15,630.0,0.351500828731805,0.85,0.013333333333333334,-0.10254419897673443,25908.0,3681.0099999999998,0.725,0.38
Chicken Dishes,25524,Lucky Chicken Dishes Eatery,QSR,South Auckland,1.05,46.25,1163,247,11423.75,550,229,137,25437.5,10591.25,6336.25,0.224442921560258,0.412300766445696,0.29,6,1.77,242.49,4149.75,1863.46,775.88,2059.19,0.27,0.6,0.25,0.15,1221.15,0.36325631199404596,0.85,0.005159071367153913,0.9588324827978906,53788.75,8848.28,0.7876182287188306,0.27
Chicken Dishes,26183,Classic Chicken Dishes Kitchen,Full-service,North Shore,1.03,40.63,1724,559,22712.17,699,291,175,28400.37,11823.33,7110.25,0.362177372106817,0.518651018803939,0.27,13,3.84,672.0,2706.65,-4283.58,-1783.29,175.34,0.48,0.6,0.25,0.15,1775.72,0.11917160908924396,0.85,0.0075406032482598605,-1.3253227929271347,70046.12,-3184.8799999999997,0.675754060324826,0.48
Chicken Dishes,26144,Top Chicken Dishes Eatery,Ghost Kitchen,CBD,0.99,34.35,1071,88,3022.8,590,246,147,20266.5,8450.1,5049.45,0.292466923908796,0.265248913434334,0.33,14,4.13,607.11,1336.94,2275.61,948.81,1626.18,0.09,0.6,0.25,0.15,1060.29,0.4422841626568701,0.85,0.013071895424836602,0.1247370625220781,36788.85,6187.540000000001,0.9178338001867413,0.09
Chicken Dishes,25269,Top Chicken Dishes Tavern,QSR,South Auckland,1.05,42.92,1256,217,9313.64,623,260,156,26739.16,11159.2,6695.52,0.23040033986792,0.402880302700214,0.29,5,1.48,230.88,3415.49,2051.41,856.13,2224.5,0.21,0.6,0.25,0.15,1318.8,0.366719357431866,0.85,0.003980891719745223,0.7791440238135257,53907.520000000004,8547.529999999999,0.8272292993630573,0.21
Chicken Dishes,25069,Urban Chicken Dishes Bistro,Full-service,South Auckland,1.05,44.53,1059,313,13937.89,448,186,112,19949.44,8282.58,4987.36,0.371326761401724,0.544503274257295,0.31,6,1.77,198.24,1173.15,-4505.18,-1870.46,221.55,0.42,0.6,0.25,0.15,1111.95,0.08416996434098101,0.85,0.0056657223796034,-1.7171561197331613,47157.270000000004,-4980.94,0.7044381491973559,0.42
Chicken Dishes,25246,Lucky Chicken Dishes Diner,Full-service,CBD,0.99,37.12,844,241,8945.92,362,151,90,13437.44,5605.12,3340.8,0.364447359659243,0.499855996808037,0.28,10,2.95,265.5,1213.93,-1939.07,-808.84,187.84,0.4,0.6,0.25,0.15,835.56,0.13569664353272004,0.85,0.011848341232227487,-0.9884762536416402,31329.28,-1346.14,0.7144549763033176,0.4
Chicken Dishes,25026,Lucky Chicken Dishes Eatery,Full-service,CBD,0.99,36.56,1959,617,22557.52,805,336,201,29430.8,12284.16,7348.56,0.368867105338722,0.478825511829928,0.29,11,3.25,653.25,3435.68,-4052.4,-1691.44,465.99,0.46,0.6,0.25,0.15,1939.41,0.15230738283134992,0.85,0.005615109749872384,-1.0621828871876322,71621.04,-1842.1700000000003,0.6850433894844309,0.46
Chicken Dishes,25715,Classic Chicken Dishes Corner,Cafe,CBD,0.99,36.98,627,159,5879.82,281,117,70,10391.38,4326.66,2588.6,0.269088426344097,0.443697705469094,0.31,16,4.72,330.4,1688.77,-236.78,-98.59,413.08,0.34,0.6,0.25,0.15,620.73,0.28721386818680905,0.85,0.025518341307814992,-0.49955957710014987,23186.46,1766.48,0.7464114832535885,0.34
Chicken Dishes,25618,Urban Chicken Dishes Bistro,Full-service,CBD,0.99,31.17,581,144,4488.48,262,109,66,8166.54,3397.53,2057.22,0.381881071231328,0.546755018993281,0.3,18,5.31,350.46,320.32,-1867.17,-776.8,-203.65,0.33,0.6,0.25,0.15,575.1899999999999,0.07136390977539098,0.85,0.03098106712564544,-1.1106373070806395,18109.77,-2527.3,0.7521514629948364,0.33
Chicken Dishes,25334,Classic Chicken Dishes Grill,Full-service,South Auckland,1.05,33.05,1046,247,8163.35,479,200,120,15830.95,6610.0,3966.0,0.386459062178619,0.501272463728674,0.28,10,2.95,354.0,916.49,-2655.35,-1108.71,91.26,0.31,0.6,0.25,0.15,1098.3,0.11226847409270713,0.85,0.009560229445506692,-1.1628824291288287,34570.3,-2756.3099999999995,0.7638623326959847,0.31
Chicken Dishes,25995,Urban Chicken Dishes Kitchen,Cafe,North Shore,1.03,41.85,1676,366,15317.1,786,328,196,32894.1,13726.8,8202.6,0.216816678419709,0.415236765076406,0.28,3,0.89,174.44,5635.87,2892.92,1207.22,2843.68,0.28,0.6,0.25,0.15,1726.28,0.36794655650388497,0.85,0.0017899761336515514,1.455950256360195,70140.6,12579.69,0.7816229116945106,0.28
Chicken Dishes,25615,Lucky Chicken Dishes Diner,Cafe,West Auckland,1.04,41.26,1751,444,18319.44,784,327,196,32347.84,13492.02,8086.96,0.243740165624768,0.438862110255286,0.29,3,0.89,174.44,5814.55,886.26,369.65,2392.34,0.34,0.6,0.25,0.15,1821.04,0.31739772411994605,0.85,0.0017133066818960593,0.8791176959119399,72246.26000000001,9462.8,0.7464306110793831,0.34
Chicken Dishes,25297,King Chicken Dishes Tavern,Ghost Kitchen,South Auckland,1.05,40.44,1513,125,5055.0,833,347,208,33686.52,14032.68,8411.52,0.292890322674066,0.321109368395992,0.32,13,3.84,798.72,1951.23,2223.32,926.16,2448.13,0.09,0.6,0.25,0.15,1588.65,0.38600030892994197,0.85,0.008592200925313946,0.5179846714447782,61185.72,7548.84,0.9173826834104428,0.09
Chicken Dishes,26336,Classic Chicken Dishes Diner,QSR,West Auckland,1.04,34.75,1560,321,11154.75,743,310,186,25819.25,10772.5,6463.5,0.233758511506021,0.37409615800716,0.28,8,2.36,438.96,4374.28,2895.51,1208.09,2095.67,0.26,0.6,0.25,0.15,1622.4,0.392145330486819,0.85,0.005128205128205128,0.7815648984761349,54210.0,10573.55,0.7942307692307692,0.26
Chicken Dishes,25108,Urban Chicken Dishes Eatery,Cafe,West Auckland,1.04,46.15,1739,380,17537.0,815,340,204,37612.25,15691.0,9414.6,0.253589859586209,0.356753990403377,0.28,16,4.72,962.88,6833.4,4124.41,1720.61,2705.58,0.28,0.6,0.25,0.15,1808.5600000000002,0.389656150010414,0.85,0.009200690051753882,2.234156687544506,80254.85,15384.0,0.7814836112708452,0.28
Chicken Dishes,26023,Classic Chicken Dishes Cafe,Cafe,North Shore,1.03,39.76,2199,682,27116.32,910,379,228,36181.6,15069.04,9065.28,0.252683397009969,0.378598331613466,0.28,7,2.07,471.96,9998.28,3209.97,1336.9,2870.57,0.45,0.6,0.25,0.15,2264.9700000000003,0.368718271376565,0.85,0.0031832651205093224,2.1598497728154724,87432.23999999999,17415.72,0.6898590268303775,0.45
Chicken Dishes,26153,Classic Chicken Dishes Bistro,Full-service,CBD,0.99,30.05,1767,581,17459.05,712,296,178,21395.6,8894.8,5348.9,0.363809832581319,0.534899391676299,0.27,17,5.02,893.56,1768.44,-3609.64,-1500.63,-351.77,0.49,0.6,0.25,0.15,1749.33,0.10129077574238199,0.85,0.009620826259196379,-1.247256883728683,53098.35,-3693.6,0.6711941143180531,0.49
Chicken Dishes,25766,Lucky Chicken Dishes Diner,QSR,South Auckland,1.05,40.28,1342,223,8982.44,671,280,168,27027.88,11278.4,6767.04,0.248494998831302,0.410611086990684,0.29,16,4.72,792.96,3062.06,1375.55,574.0,1513.88,0.2,0.6,0.25,0.15,1409.1000000000001,0.34089391417801407,0.85,0.011922503725782414,0.33806132343733325,54055.76,6525.49,0.8338301043219075,0.2
Chicken Dishes,25710,King Chicken Dishes Eatery,Cafe,South Auckland,1.05,33.32,915,242,8063.44,404,168,101,13461.28,5597.76,3365.32,0.224992689006031,0.362242970848456,0.29,11,3.25,328.25,3328.3,1652.57,687.21,1060.83,0.36,0.6,0.25,0.15,960.75,0.412764340145513,0.85,0.012021857923497269,0.17420531924551486,30487.800000000003,6728.91,0.7355191256830601,0.36
Chicken Dishes,26525,King Chicken Dishes Cafe,Full-service,North Shore,1.03,35.83,2195,722,25869.26,884,368,221,31673.72,13185.44,7918.43,0.393687132711057,0.517130615399219,0.28,11,3.25,718.25,2307.08,-6043.91,-2516.02,-12.07,0.49,0.6,0.25,0.15,2260.85,0.08918225188972406,0.85,0.005011389521640091,-1.7284821274786641,78646.85,-6264.92,0.6710706150341685,0.49
Chicken Dishes,25712,Classic Chicken Dishes House,Cafe,North Shore,1.03,44.49,1359,395,17573.55,578,241,145,25715.22,10722.09,6451.05,0.252607616316527,0.449872615956701,0.3,8,2.36,342.2,5228.48,-63.78,-26.59,1577.11,0.41,0.6,0.25,0.15,1399.77,0.297519767726772,0.85,0.005886681383370125,0.49035710936289223,60461.91,6715.219999999999,0.7093451066961001,0.41
Chicken Dishes,25349,Classic Chicken Dishes Cafe,QSR,CBD,0.99,31.62,486,87,2750.94,239,100,60,7557.18,3162.0,1897.2,0.273522344883531,0.437762876972556,0.31,8,2.36,141.6,794.24,-160.86,-67.3,406.15,0.22,0.6,0.25,0.15,481.14,0.288714778143913,0.85,0.01646090534979424,-0.6462115688259246,15367.320000000002,972.23,0.8209876543209876,0.22
Chicken Dishes,25795,Classic Chicken Dishes Diner,Full-service,CBD,0.99,39.3,1886,509,20003.7,826,344,207,32461.8,13519.2,8135.1,0.387120260915253,0.481964347464964,0.3,12,3.54,732.78,2618.79,-5488.79,-2285.89,332.23,0.37,0.6,0.25,0.15,1867.1399999999999,0.13091539161978294,0.85,0.006362672322375398,-1.5804742854081786,74119.8,-4823.66,0.7301166489925769,0.37
Chicken Dishes,26008,King Chicken Dishes Bistro,QSR,CBD,0.99,38.11,761,166,6326.26,357,149,89,13605.27,5678.39,3391.79,0.250427420157939,0.40718239499256,0.31,13,3.84,341.76,2166.05,440.68,183.92,819.56,0.28,0.6,0.25,0.15,753.39,0.342390184849501,0.85,0.017082785808147174,-0.19312811261900328,29001.71,3610.21,0.7818659658344285,0.28
Chicken Dishes,25850,Top Chicken Dishes Eatery,QSR,West Auckland,1.04,42.53,1220,259,11015.27,577,240,144,24539.81,10207.2,6124.32,0.272642806898803,0.430930687393993,0.32,3,0.89,128.16,3265.22,-578.49,-240.62,1687.25,0.27,0.6,0.25,0.15,1268.8,0.29642650570720397,0.85,0.002459016393442623,-0.031107280377298322,51886.6,4133.36,0.787704918032787,0.27
Chicken Dishes,26015,King Chicken Dishes Kitchen,QSR,West Auckland,1.04,39.58,1621,354,14011.32,760,317,190,30080.8,12546.86,7520.2,0.278203928302974,0.431124492408708,0.32,4,1.18,224.2,4072.69,-882.22,-367.98,1961.71,0.28,0.6,0.25,0.15,1685.8400000000001,0.290671579288318,0.85,0.0024676125848241827,0.026424777149622235,64159.17999999999,4784.200000000001,0.7816162862430599,0.28
Chicken Dishes,25422,Urban Chicken Dishes House,Full-service,West Auckland,1.04,39.75,1299,329,13077.75,582,242,146,23134.5,9619.5,5803.5,0.351225982652977,0.451469495147467,0.31,15,4.43,646.78,2580.3,-2607.15,-1084.07,498.28,0.34,0.6,0.25,0.15,1350.96,0.19730452219955597,0.85,0.011547344110854504,-0.8798468578571969,51635.25,-612.6399999999999,0.7467282525019245,0.34
Chicken Dishes,26012,Urban Chicken Dishes Eatery,Cafe,South Auckland,1.05,39.07,2084,551,21527.57,920,383,230,35944.4,14963.81,8986.1,0.268489274159074,0.367201791936532,0.32,3,0.89,204.7,7842.69,1592.66,663.03,3069.02,0.36,0.6,0.25,0.15,2188.2000000000003,0.364308933904394,0.85,0.0014395393474088292,1.4050214118568327,81421.88,13167.400000000001,0.7356046065259116,0.36
Chicken Dishes,25425,Lucky Chicken Dishes Diner,Ghost Kitchen,West Auckland,1.04,32.36,1105,52,1682.72,632,263,158,20451.52,8510.68,5112.88,0.296541053603869,0.223851376934908,0.29,17,5.02,793.16,807.05,3877.76,1613.69,1659.02,0.05,0.6,0.25,0.15,1149.2,0.47960756946122296,0.85,0.015384615384615385,0.31541041390511493,35757.8,7957.52,0.9529411764705882,0.05
Chicken Dishes,26099,Classic Chicken Dishes Cafe,QSR,CBD,0.99,35.98,580,123,4425.54,274,114,69,9858.52,4101.72,2482.62,0.270001643337309,0.35182688809,0.32,16,4.72,325.68,1673.61,573.48,238.6,613.18,0.27,0.6,0.25,0.15,574.2,0.3781714685726909,0.85,0.027586206896551724,-0.303756900815275,20868.4,3098.87,0.7879310344827586,0.27
Chicken Dishes,25128,Classic Chicken Dishes Cafe,QSR,North Shore,1.03,40.82,925,179,7306.78,448,186,112,18287.36,7592.52,4571.84,0.269563127625734,0.368867952888832,0.32,4,1.18,132.16,2641.9,760.19,315.61,1520.88,0.24,0.6,0.25,0.15,952.75,0.361568919485434,0.85,0.004324324324324324,0.130236479060595,37758.5,5238.58,0.8064864864864865,0.24
Chicken Dishes,26088,Lucky Chicken Dishes Bistro,QSR,South Auckland,1.05,39.76,1254,258,10258.08,598,249,149,23776.48,9900.24,5924.24,0.278205859009176,0.377555389888585,0.3,16,4.72,703.28,3531.23,1051.84,437.97,1336.07,0.26,0.6,0.25,0.15,1316.7,0.344238751102239,0.85,0.012759170653907496,0.2952815670554409,49859.03999999999,6357.11,0.7942583732057417,0.26
Chicken Dishes,25254,Urban Chicken Dishes Kitchen,QSR,North Shore,1.03,34.75,817,141,4899.75,406,169,101,14108.5,5872.75,3509.75,0.220611839685589,0.445624218787998,0.27,13,3.84,387.84,1635.36,899.61,374.47,783.59,0.21,0.6,0.25,0.15,841.51,0.333763941526413,0.85,0.01591187270501836,-0.23236382661191274,28390.75,3693.0299999999997,0.8274173806609547,0.21
Chicken Dishes,26102,Lucky Chicken Dishes Corner,Full-service,South Auckland,1.05,36.99,982,270,9987.3,427,178,107,15794.73,6584.22,3957.93,0.382685287308414,0.470556372473948,0.29,7,2.07,221.49,1465.72,-2262.46,-943.13,359.37,0.38,0.6,0.25,0.15,1031.1000000000001,0.146758340217638,0.85,0.007128309572301426,-0.9931239021109495,36324.18,-1380.5,0.7250509164969451,0.38
Chicken Dishes,26224,Top Chicken Dishes Corner,Ghost Kitchen,CBD,0.99,35.98,1538,126,4533.48,847,353,212,30475.06,12700.94,7627.76,0.285154600034002,0.312763985386118,0.3,11,3.25,689.0,1822.83,3110.94,1296.53,2377.98,0.09,0.6,0.25,0.15,1522.62,0.40208141457988,0.85,0.007152145643693108,0.5368590149936587,55337.240000000005,8608.28,0.918075422626788,0.09
Chicken Dishes,25728,Top Chicken Dishes House,Full-service,South Auckland,1.05,45.72,1358,388,17739.36,582,242,146,26609.04,11064.24,6675.12,0.36910094980849,0.538826958462596,0.3,5,1.48,216.08,1633.3,-5532.76,-2300.56,398.51,0.4,0.6,0.25,0.15,1425.9,0.09207209172891395,0.85,0.003681885125184094,-1.9013855259114587,62087.76,-5801.51,0.7142857142857143,0.4
Chicken Dishes,26106,Lucky Chicken Dishes Corner,Cafe,North Shore,1.03,31.58,927,274,8652.92,392,163,98,12379.36,5147.54,3094.84,0.244575531296432,0.411475085932761,0.33,8,2.36,231.28,2976.17,172.68,71.81,833.19,0.42,0.6,0.25,0.15,954.8100000000001,0.343949382770807,0.85,0.008629989212513484,-0.2336877945565113,29274.66,4053.85,0.7044228694714132,0.42
Chicken Dishes,25499,Lucky Chicken Dishes Cafe,Full-service,CBD,0.99,34.67,1345,417,14457.39,557,232,139,19311.19,8043.44,4819.13,0.392548737919424,0.529197091492824,0.33,6,1.77,246.03,1131.35,-4861.51,-2024.9,131.09,0.45,0.6,0.25,0.15,1331.55,0.07825417058775197,0.85,0.0044609665427509295,-1.6034297233216306,46631.15,-5623.97,0.6899628252788104,0.45
Chicken Dishes,26459,King Chicken Dishes Cafe,Full-service,South Auckland,1.05,41.58,1157,287,11933.46,522,218,130,21704.76,9064.44,5405.4,0.379103111242875,0.474927577609196,0.32,3,0.89,115.7,1741.92,-3777.29,-1577.49,673.32,0.33,0.6,0.25,0.15,1214.8500000000001,0.145969311147929,0.85,0.0025929127052722557,-1.2948936548899423,48108.060000000005,-2939.5399999999995,0.7519446845289541,0.33
Chicken Dishes,25124,Top Chicken Dishes Cafe,QSR,South Auckland,1.05,37.23,1946,401,14929.23,927,386,232,34512.21,14370.78,8637.36,0.200368717927486,0.363881417782977,0.29,18,5.31,1231.92,6505.41,5030.15,2094.54,2531.81,0.26,0.6,0.25,0.15,2043.3000000000002,0.435749864289537,0.85,0.009249743062692703,1.775049402049571,72449.58,16161.909999999998,0.7939362795477903,0.26
Chicken Dishes,25669,Classic Chicken Dishes Diner,Full-service,North Shore,1.03,38.18,1710,452,17257.36,755,314,189,28825.9,11988.52,7216.02,0.374131189403124,0.463714917493053,0.29,17,5.02,948.78,2798.35,-3685.28,-1532.69,221.33,0.36,0.6,0.25,0.15,1761.3,0.162153893103823,0.85,0.009941520467836258,-1.132496833554176,65287.8,-2198.2900000000004,0.735672514619883,0.36
Chicken Dishes,25503,Lucky Chicken Dishes Corner,QSR,South Auckland,1.05,34.98,1278,271,9479.58,604,252,151,21127.92,8814.96,5281.98,0.232261857353151,0.388033886486664,0.28,7,2.07,312.57,3599.44,2106.54,878.89,1693.02,0.27,0.6,0.25,0.15,1341.9,0.379704256160185,0.85,0.005477308294209703,0.4513451527143197,44704.44,8277.89,0.7879499217527386,0.27
Chicken Dishes,25747,Lucky Chicken Dishes Cafe,Full-service,North Shore,1.03,45.55,1170,340,15487.0,498,208,124,22683.9,9474.4,5648.2,0.358018621860538,0.47737461978104,0.29,10,2.95,365.8,2549.26,-2844.41,-1188.03,563.93,0.41,0.6,0.25,0.15,1205.1000000000001,0.16460675835842198,0.85,0.008547008547008548,-0.9541403072835587,53293.5,-919.2499999999997,0.7094017094017094,0.41
Chicken Dishes,25263,Lucky Chicken Dishes Kitchen,Full-service,West Auckland,1.04,32.66,1394,458,14958.28,562,234,140,18354.92,7642.44,4572.4,0.377910198504105,0.545449625281617,0.32,4,1.18,165.2,1146.41,-4466.85,-1859.86,185.23,0.49,0.6,0.25,0.15,1449.76,0.07664017621427799,0.85,0.0028694404591104736,-1.4683905706857423,45528.04,-4995.070000000001,0.6714490674318506,0.49
Chicken Dishes,26196,Classic Chicken Dishes Grill,QSR,CBD,0.99,44.09,1348,286,12609.74,637,266,159,28085.33,11727.94,7010.31,0.276163032259792,0.403236617078073,0.31,6,1.77,281.43,4042.69,297.71,124.32,1966.08,0.27,0.6,0.25,0.15,1334.52,0.320600350662135,0.85,0.004451038575667656,0.42578842891485186,59433.32,6430.799999999999,0.7878338278931751,0.27
Chicken Dishes,25266,Urban Chicken Dishes Kitchen,Cafe,West Auckland,1.04,39.33,1694,410,16125.3,770,321,193,30284.1,12624.93,7590.69,0.219555714428425,0.416442147921771,0.33,9,2.66,513.38,5869.64,1029.72,429.27,2249.65,0.32,0.6,0.25,0.15,1761.76,0.36400213764980405,0.85,0.005312868949232586,0.8209302882571554,66625.01999999999,9578.28,0.757969303423849,0.32
Chicken Dishes,26560,Lucky Chicken Dishes Diner,Ghost Kitchen,South Auckland,1.05,36.31,847,24,871.44,494,206,123,17937.14,7479.86,4466.13,0.256718570971861,0.219190210534725,0.27,13,3.84,472.32,456.71,4557.67,1900.57,1868.34,0.03,0.6,0.25,0.15,889.35,0.524091218493414,0.85,0.015348288075560802,0.5758531605321782,30754.57,8783.289999999999,0.9716646989374262,0.03
Chicken Dishes,26601,Top Chicken Dishes Tavern,Full-service,South Auckland,1.05,36.06,1239,307,11070.42,559,233,140,20157.54,8401.98,5048.4,0.391479629848618,0.542518933513202,0.32,8,2.36,330.4,730.66,-5119.99,-2134.09,2.8,0.33,0.6,0.25,0.15,1300.95,0.06600143663818003,0.85,0.00645682001614205,-1.7736935937812064,44678.340000000004,-6520.62,0.7522195318805487,0.33
Chicken Dishes,26225,King Chicken Dishes Eatery,Ghost Kitchen,South Auckland,1.05,36.32,574,47,1707.04,316,132,79,11477.12,4794.24,2869.28,0.259631792397704,0.24871460768627,0.32,7,2.07,163.53,839.27,1970.09,822.95,1247.16,0.09,0.6,0.25,0.15,602.7,0.491653599916026,0.85,0.012195121951219513,-0.02504083520648124,20847.68,4879.469999999999,0.9181184668989547,0.09
Chicken Dishes,26563,Top Chicken Dishes Diner,Full-service,CBD,0.99,34.46,776,188,6478.48,353,147,88,12164.38,5065.62,3032.48,0.390167050494347,0.484435608796775,0.32,9,2.66,234.08,812.38,-2367.22,-985.78,146.18,0.32,0.6,0.25,0.15,768.24,0.12539734070887798,0.85,0.011597938144329897,-1.1264822929629708,26740.96,-2394.44,0.7577319587628866,0.32
Chicken Dishes,25755,Classic Chicken Dishes Diner,Cafe,North Shore,1.03,38.31,1698,411,15745.41,772,322,193,29575.32,12335.82,7393.83,0.264337462056428,0.376248777471483,0.32,18,5.31,1024.83,5659.12,1165.67,486.2,1632.61,0.32,0.6,0.25,0.15,1748.94,0.35941376047208906,0.85,0.01060070671378092,0.6763904802010026,65050.38,8943.6,0.7579505300353357,0.32
Chicken Dishes,26605,Urban Chicken Dishes Grill,Full-service,North Shore,1.03,34.49,968,245,8450.05,434,181,108,14968.66,6242.69,3724.92,0.350764283211902,0.542664917814545,0.31,4,1.18,127.44,900.53,-3045.06,-1269.95,269.53,0.34,0.6,0.25,0.15,997.0400000000001,0.10657079897355304,0.85,0.004132231404958678,-1.2365562469099496,33386.32,-3144.95,0.7469008264462809,0.34
Chicken Dishes,25100,Urban Chicken Dishes Cafe,Cafe,CBD,0.99,39.0,1716,481,18759.0,741,309,185,28899.0,12051.0,7215.0,0.226575082670897,0.356397570972331,0.33,16,4.72,873.2,7823.02,2515.0,1048.77,2135.65,0.39,0.6,0.25,0.15,1698.84,0.41702734635677197,0.85,0.009324009324009324,1.459831007647482,66924.0,13522.44,0.7196969696969697,0.39
Chicken Dishes,25988,Urban Chicken Dishes Grill,QSR,West Auckland,1.04,32.14,1986,434,13948.76,931,388,233,29922.34,12470.32,7488.62,0.274404364507645,0.42480582697317,0.31,12,3.54,824.82,4195.64,-275.59,-114.85,1427.68,0.28,0.6,0.25,0.15,2065.44,0.300789808519185,0.85,0.006042296072507553,-0.06336598466322092,63830.04,5232.88,0.7814702920443103,0.28
Chicken Dishes,25194,Top Chicken Dishes Grill,Full-service,CBD,0.99,42.13,906,219,9226.47,412,172,103,17357.56,7246.36,4339.39,0.380105295253452,0.477796747698449,0.32,17,5.02,517.06,1311.06,-3087.95,-1289.14,99.56,0.32,0.6,0.25,0.15,896.9399999999999,0.14209795704809902,0.85,0.018763796909492272,-1.3065609599057115,38169.78,-2966.47,0.7582781456953643,0.32
Chicken Dishes,26488,Urban Chicken Dishes Kitchen,Cafe,North Shore,1.03,40.1,1532,397,15919.7,681,284,170,27308.1,11388.4,6817.0,0.227174992673099,0.391697818483226,0.3,4,1.18,200.6,6067.43,2215.43,923.91,2397.54,0.35,0.6,0.25,0.15,1577.96,0.381127188843675,0.85,0.0026109660574412533,1.1967318553019064,61433.200000000004,11604.310000000001,0.7408616187989555,0.35
Chicken Dishes,26409,King Chicken Dishes Grill,QSR,CBD,0.99,35.86,699,157,5630.02,325,136,81,11654.5,4876.96,2904.66,0.212010084744543,0.381449992023408,0.3,15,4.43,358.83,2288.83,1241.67,519.59,822.03,0.29,0.6,0.25,0.15,692.01,0.406539923232049,0.85,0.02145922746781116,-0.03567689853503346,25066.14,4872.12,0.7753934191702432,0.29
Chicken Dishes,25278,King Chicken Dishes Bistro,Cafe,North Shore,1.03,35.66,975,283,10091.78,415,173,104,14798.9,6169.18,3708.64,0.243387985173613,0.42571567571722,0.31,17,5.02,522.08,3339.33,309.24,128.91,705.1,0.41,0.6,0.25,0.15,1004.25,0.33089633910916705,0.85,0.017435897435897435,-0.09871578778273792,34768.5,4482.58,0.7097435897435898,0.41
Chicken Dishes,25035,King Chicken Dishes House,QSR,West Auckland,1.04,43.39,733,137,5944.43,358,149,89,15533.62,6465.11,3861.71,0.279572833776474,0.427455027331598,0.28,4,1.18,105.02,1741.55,201.5,83.87,1026.35,0.23,0.6,0.25,0.15,762.32,0.29297213889192797,0.85,0.005457025920873124,-0.21477114002680792,31804.870000000003,3053.27,0.8130968622100954,0.23
Chicken Dishes,26452,King Chicken Dishes Tavern,Full-service,South Auckland,1.05,46.38,1671,494,22911.72,706,294,177,32744.28,13635.72,8209.26,0.396182681852952,0.468002405646257,0.31,13,3.84,679.68,3111.75,-5703.57,-2375.14,435.26,0.42,0.6,0.25,0.15,1754.5500000000002,0.13581491250079103,0.85,0.007779772591262717,-1.6678755961213285,77500.98,-4531.699999999999,0.7043686415320168,0.42
Chicken Dishes,25281,Top Chicken Dishes Tavern,Full-service,North Shore,1.03,45.08,1054,322,14515.76,439,183,110,19790.12,8249.64,4958.8,0.357244657352567,0.452993982331827,0.28,10,2.95,324.5,2754.53,-1785.83,-744.44,616.49,0.44,0.6,0.25,0.15,1085.6200000000001,0.18976136031560598,0.85,0.009487666034155597,-0.6158524174552625,47514.32,840.7500000000002,0.6944971537001897,0.44
Chicken Dishes,25632,Classic Chicken Dishes House,Full-service,North Shore,1.03,40.05,1279,384,15379.2,537,224,134,21506.85,8971.2,5366.7,0.353959595959168,0.499846138083376,0.31,11,3.25,435.5,2248.35,-3522.95,-1469.53,349.08,0.43,0.6,0.25,0.15,1317.3700000000001,0.146194265957456,0.85,0.008600469116497263,-1.1833465129508287,51223.95,-2395.05,0.6997654417513683,0.43
Chicken Dishes,26616,Classic Chicken Dishes Kitchen,Cafe,West Auckland,1.04,36.03,822,230,8286.9,355,148,89,12790.65,5332.44,3206.67,0.26196017023176,0.404206880182028,0.29,12,3.54,315.06,2766.44,560.65,233.74,755.43,0.39,0.6,0.25,0.15,854.88,0.333832949586212,0.85,0.014598540145985401,-0.11709452863890178,29616.659999999996,4316.26,0.7201946472019466,0.39
Chicken Dishes,25485,Classic Chicken Dishes Diner,Ghost Kitchen,South Auckland,1.05,36.15,1549,101,3651.15,869,362,217,31414.35,13086.3,7844.55,0.298081421875395,0.201828700664919,0.33,16,4.72,1024.24,1825.9,5343.26,2225.85,2898.74,0.07,0.6,0.25,0.15,1626.45,0.500089877459686,0.85,0.010329244673983214,1.1080441020632807,55996.350000000006,12293.75,0.9347966429954808,0.07
Chicken Dishes,25526,Lucky Chicken Dishes Grill,Full-service,North Shore,1.03,39.19,864,251,9836.69,368,153,92,14421.92,5996.07,3605.48,0.381625039479695,0.452628683648072,0.29,8,2.36,217.12,1630.39,-1791.98,-745.03,380.47,0.41,0.6,0.25,0.15,889.9200000000001,0.16574627687223298,0.85,0.009259259259259259,-0.8640181556065629,33860.16,-526.1499999999999,0.7094907407407406,0.41
Chicken Dishes,25690,Urban Chicken Dishes Eatery,QSR,West Auckland,1.04,34.72,1548,329,11422.88,731,305,183,25380.32,10589.6,6353.76,0.211169311255217,0.353692920994945,0.32,9,2.66,486.78,4970.53,2922.23,1219.26,2277.98,0.27,0.6,0.25,0.15,1609.92,0.43513776774983803,0.85,0.005813953488372093,0.9004297592157998,53746.56,11390.0,0.787467700258398,0.27
